id,text,sentiment
1146,The overall experience was mediocre at best.,Neutral
1147,The meal was average; I've had better at cheaper places.,Neutral
1148,The overall experience was mediocre at best.,Neutral
1149,The overall experience was mediocre at best.,Neutral
1150,"Prices were reasonable, but the quality was lacking.",Neutral
1151,"The ambiance was too noisy, and it ruined the meal.",Negative
1152,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
1153,"The drinks were amazing, and the presentation was beautiful.",Positive
1154,"Service was neither bad nor great, just average.",Neutral
1155,"The restaurant was dirty, and the tableware was not clean.",Negative
1156,Everything from the appetizers to the main course was perfect!,Positive
1157,Completely overpriced for the quality of food served.,Negative
1158,The overall experience was mediocre at best.,Neutral
1159,The food was absolutely delicious and the service was excellent.,Positive
1160,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
1161,"The restaurant was dirty, and the tableware was not clean.",Negative
1162,The overall experience was mediocre at best.,Neutral
1163,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
1164,Completely overpriced for the quality of food served.,Negative
1165,The waitstaff was incredibly friendly and accommodating.,Positive
1166,"The restaurant was dirty, and the tableware was not clean.",Negative
1167,"The drinks were amazing, and the presentation was beautiful.",Positive
1168,"The food was inedible, and I felt sick afterward.",Negative
1169,"The restaurant was dirty, and the tableware was not clean.",Negative
1170,Completely overpriced for the quality of food served.,Negative
1171,I left the restaurant hungry because the portions were too small.,Negative
1172,"The ambiance was too noisy, and it ruined the meal.",Negative
1173,"Food was served quickly, but the taste was just alright.",Neutral
1174,The waitstaff was incredibly friendly and accommodating.,Positive
1175,The meal was average; I've had better at cheaper places.,Neutral
1176,"Prices were reasonable, but the quality was lacking.",Neutral
1177,"It was okay, nothing too special about the experience.",Neutral
1178,I left the restaurant hungry because the portions were too small.,Negative
1179,"Prices were reasonable, but the quality was lacking.",Neutral
1180,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
1181,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
1182,I left the restaurant hungry because the portions were too small.,Negative
1183,The live music added a lovely touch to the meal.,Positive
1184,"The ambiance was too noisy, and it ruined the meal.",Negative
1185,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
1186,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
1187,"The portions were generous, and the flavors were rich and satisfying.",Positive
1188,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
1189,The food was absolutely delicious and the service was excellent.,Positive
1190,"Service was neither bad nor great, just average.",Neutral
1191,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
1192,It’s just a typical place to grab a bite—nothing memorable.,Neutral
1193,The overall experience was mediocre at best.,Neutral
1194,I left the restaurant hungry because the portions were too small.,Negative
1195,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
1196,"The service was unacceptable, and I wouldn't recommend this place.",Negative
1197,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
1198,"The restaurant was dirty, and the tableware was not clean.",Negative
1199,I left the restaurant hungry because the portions were too small.,Negative
1200,The staff ignored us for most of the evening.,Negative
1201,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
1202,The overall experience was mediocre at best.,Neutral
1203,The overall experience was mediocre at best.,Neutral
1204,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
1205,I left the restaurant hungry because the portions were too small.,Negative
1206,Everything from the appetizers to the main course was perfect!,Positive
1207,The overall experience was mediocre at best.,Neutral
1208,It’s just a typical place to grab a bite—nothing memorable.,Neutral
1209,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
1210,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
1211,I left the restaurant hungry because the portions were too small.,Negative
1212,"Food was served quickly, but the taste was just alright.",Neutral
1213,The overall experience was mediocre at best.,Neutral
1214,"The food was inedible, and I felt sick afterward.",Negative
1215,The meal was average; I've had better at cheaper places.,Neutral
1216,Completely overpriced for the quality of food served.,Negative
1217,"The decor was fine, but nothing extraordinary.",Neutral
1218,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
1219,"It was okay, nothing too special about the experience.",Neutral
1220,The meal was average; I've had better at cheaper places.,Neutral
1221,"Food was served quickly, but the taste was just alright.",Neutral
1222,"The food was inedible, and I felt sick afterward.",Negative
1223,I left the restaurant hungry because the portions were too small.,Negative
1224,Everything from the appetizers to the main course was perfect!,Positive
1225,"The food was inedible, and I felt sick afterward.",Negative
1226,"The food was inedible, and I felt sick afterward.",Negative
1227,A fantastic experience overall! Highly recommend trying the steak.,Positive
1228,"The ambiance was too noisy, and it ruined the meal.",Negative
1229,Everything from the appetizers to the main course was perfect!,Positive
1230,The live music added a lovely touch to the meal.,Positive
1231,Everything from the appetizers to the main course was perfect!,Positive
1232,A fantastic experience overall! Highly recommend trying the steak.,Positive
1233,"Service was neither bad nor great, just average.",Neutral
1234,I left the restaurant hungry because the portions were too small.,Negative
1235,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
1236,The live music added a lovely touch to the meal.,Positive
1237,"The drinks were amazing, and the presentation was beautiful.",Positive
1238,I left the restaurant hungry because the portions were too small.,Negative
1239,It’s just a typical place to grab a bite—nothing memorable.,Neutral
1240,"Service was neither bad nor great, just average.",Neutral
1241,"It was okay, nothing too special about the experience.",Neutral
1242,"The portions were generous, and the flavors were rich and satisfying.",Positive
1243,The live music added a lovely touch to the meal.,Positive
1244,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
